date,count1,count2,month,dom,dow,doy,total,regular,overage1,overage2
2017-06-29,6710,3369,6,29,4,180,36245.23,35576.14,669.09,669.09
2017-06-30,6869,3442,6,30,5,181,37210,34803.63,2406.37,2406.37
2017-07-01,6375,3420,7,1,6,182,33812.87,29259.06,4553.81,4553.81
2017-07-02,5550,3234,7,2,0,183,29535.5,29476.44,59.06,59.06
2017-07-03,6782,3489,7,3,1,184,36135,36061.91,73.09,73.09
2017-07-04,6286,3271,7,4,2,185,34621.63,33933.56,688.07,47.52
2017-07-05,6671,3485,7,5,3,186,35419.33,35356.47,62.86,62.86
2017-07-06,6550,3345,7,6,4,187,35788.22,35432.07,356.15,356.15
2017-07-07,6803,3420,7,7,5,188,36889.1,35156.72,1732.38,1732.38
2017-07-08,6394,3427,7,8,6,189,34235.3,29786.18,4449.12,4449.12
2017-07-09,5591,3235,7,9,0,190,29601.01,29550.64,50.37,50.37
2017-07-10,6859,3481,7,10,1,191,36974.3,36892.8,81.5,81.5
2017-07-11,6323,3349,7,11,2,192,34776.79,34708.52,68.27,68.27
2017-07-12,6829,3461,7,12,3,193,37293.49,37170.61,122.88,122.88
2017-07-13,6660,3351,7,13,4,194,36382.1,35695.55,686.55,686.55
2017-07-14,6910,3447,7,14,5,195,37704.62,35111.32,2593.3,2593.3
2017-07-15,6331,3383,7,15,6,196,33970.74,28639.33,5331.41,5331.41
2017-07-16,5467,3202,7,16,0,197,29397.12,29307.08,90.04,90.04
2017-07-17,6768,3448,7,17,1,198,36537.24,36463.32,73.92,73.92
2017-07-18,6417,3315,7,18,2,199,35520.93,35410.46,110.47,110.47
2017-07-19,6794,3435,7,19,3,200,37070.44,36966.75,103.69,103.69
2017-07-20,6622,3340,7,20,4,201,36225.65,35482.31,743.34,743.34
2017-07-21,6844,3412,7,21,5,202,37672.24,34893.27,2778.97,2778.97
2017-07-22,6260,3377,7,22,6,203,33830.65,28764.67,5065.98,5065.98
2017-07-23,5449,3169,7,23,0,204,29243.2,29149.47,93.73,93.73
2017-07-24,6744,3438,7,24,1,205,36535.45,36467.01,68.44,68.44
2017-07-25,6389,3295,7,25,2,206,35310.51,35237.63,72.88,72.88
2017-07-26,6776,3420,7,26,3,207,37031.41,36906.28,125.13,125.13
2017-07-27,6585,3318,7,27,4,208,36248.73,35630.78,617.95,617.95
2017-07-28,6790,3402,7,28,5,209,37526.88,34954.01,2572.87,2572.87
2017-07-29,6237,3336,7,29,6,210,33880.43,28696.68,5183.75,5183.75
2017-07-30,5493,3163,7,30,0,211,29514.24,29436.26,77.98,77.98
2017-07-31,6758,3423,7,31,1,212,36625.07,36526.02,99.05,99.05
2017-08-01,6340,3289,8,1,2,213,34889.33,34797.22,92.11,92.11
2017-08-02,6685,3365,8,2,3,214,36518.9,36402.06,116.84,116.84
2017-08-03,6517,3261,8,3,4,215,35575.26,34958.07,617.19,617.19
2017-08-04,6728,3356,8,4,5,216,37045.96,34556.9,2489.06,2489.06
2017-08-05,6196,3292,8,5,6,217,33904.73,28818.45,5086.28,5086.28
2017-08-06,5435,3135,8,6,0,218,29326.77,29248.79,77.98,77.98
2017-08-07,6685,3387,8,7,1,219,36089.24,36044.02,45.22,45.22
2017-08-08,6321,3239,8,8,2,220,34745.42,34676.73,68.69,68.69
2017-08-09,6690,3360,8,9,3,221,36591.67,36484.11,107.56,107.56
2017-08-10,6506,3270,8,10,4,222,35459.34,34881.2,578.14,578.14
2017-08-11,6728,3345,8,11,5,223,36851.52,34424.83,2426.69,2426.69
2017-08-12,6194,3284,8,12,6,224,33692.32,28609.24,5083.08,5083.08
2017-08-13,5435,3141,8,13,0,225,29122.86,29033.11,89.75,89.75
2017-08-14,6662,3371,8,14,1,226,36052.23,35917.4,134.83,53.08
2017-08-15,6295,3237,8,15,2,227,34607.87,34547.68,60.19,60.19
2017-08-16,6650,3357,8,16,3,228,36211.45,36085.07,126.38,126.38
2017-08-17,6474,3254,8,17,4,229,35399.06,34763.37,635.69,635.69
2017-08-18,6755,3352,8,18,5,230,36795.64,34474.8,2320.84,2320.84
2017-08-19,6190,3288,8,19,6,231,33505.76,28686.21,4819.55,4819.55
2017-08-20,5420,3131,8,20,0,232,29011.31,28923.5,87.81,87.81
2017-08-21,6674,3399,8,21,1,233,35706.22,35654.36,51.86,51.86
2017-08-22,6321,3255,8,22,2,234,34796.18,34697.66,98.52,98.52
2017-08-23,6691,3364,8,23,3,235,36385.4,36256.82,128.58,128.58
2017-08-24,6525,3263,8,24,4,236,35583.67,34950.02,633.65,633.65
2017-08-25,6719,3334,8,25,5,237,36559.85,34196.22,2363.63,2363.63
2017-08-26,6041,3225,8,26,6,238,32463.34,27866.64,4596.7,4596.7
2017-08-27,5188,3001,8,27,0,239,27663.21,27592.79,70.42,70.42
2017-08-28,6422,3273,8,28,1,240,34722.07,34659.21,62.86,62.86
2017-08-29,6137,3144,8,29,2,241,33797.17,33691.79,105.38,105.38
2017-08-30,6572,3297,8,30,3,242,35658.15,35515.01,143.14,143.14
2017-08-31,6427,3238,8,31,4,243,35114.93,34452.06,662.87,662.87
2017-09-01,6678,3340,9,1,5,244,36174.6,33964.08,2210.52,2210.52
2017-09-02,6155,3285,9,2,6,245,33044.76,28334.99,4709.77,4709.77
2017-09-03,5367,3144,9,3,0,246,28638.32,28552.93,85.39,85.39
2017-09-04,6450,3271,9,4,1,247,35510.43,34829,681.43,49.72
2017-09-05,6170,3214,9,5,2,248,33597.96,33551.27,46.69,46.69
2017-09-06,6637,3355,9,6,3,249,35986.45,35905.89,80.56,80.56
2017-09-07,6423,3219,9,7,4,250,35135.49,34580.73,554.76,554.76
2017-09-08,6452,3247,9,8,5,251,35175.79,33133.86,2041.93,2041.93
2017-09-09,5725,3123,9,9,6,252,30992.92,26570.63,4422.29,4422.29
2017-09-10,5011,2954,9,10,0,253,26925.3,26793.26,132.04,132.04
2017-09-11,6150,3202,9,11,1,254,33405.04,33363.28,41.76,41.76
2017-09-12,6060,3153,9,12,2,255,33369.83,33303.51,66.32,66.32
2017-09-13,6589,3311,9,13,3,256,35918.16,35796.43,121.73,121.73
2017-09-14,6484,3230,9,14,4,257,35471.69,34773.79,697.9,697.9
2017-09-15,6777,3317,9,15,5,258,37108.68,34713.25,2395.43,2395.43
2017-09-16,6136,3246,9,16,6,259,33121.22,28496.52,4624.7,4624.7
2017-09-17,5317,3073,9,17,0,260,28486.51,28332.56,153.95,153.95
2017-09-18,6606,3323,9,18,1,261,35862.37,35794.63,67.74,67.74
2017-09-19,6263,3188,9,19,2,262,34634.47,34567.34,67.13,67.13
2017-09-20,6690,3346,9,20,3,263,36540.9,36412.02,128.88,128.88
2017-09-21,6535,3224,9,21,4,264,35832.2,35019.16,813.04,813.04
2017-09-22,6796,3322,9,22,5,265,37059.1,34522.87,2536.23,2536.23
2017-09-23,6173,3262,9,23,6,266,33420.33,28312.38,5107.95,5107.95
2017-09-24,5395,3081,9,24,0,267,28664.71,28521.42,143.29,143.29
2017-09-25,6693,3346,9,25,1,268,36999.9,36930.36,69.54,69.54
2017-09-26,6367,3235,9,26,2,269,35914.73,35822.74,91.99,91.99
2017-09-27,6701,3347,9,27,3,270,37206.93,37089.76,117.17,117.17
2017-09-28,6575,3260,9,28,4,271,36513.77,35605.47,908.3,908.3
2017-09-29,6799,3320,9,29,5,272,38029.6,35072.78,2956.82,2956.82
2017-09-30,6167,3248,9,30,6,273,33437.91,28268.28,5169.63,5169.63
2017-10-01,5665,3225,10,1,0,274,30968.31,30652.98,315.33,315.33
2017-10-02,7064,3488,10,2,1,275,38523.02,38452.88,70.14,70.14
2017-10-03,6750,3369,10,3,2,276,37528.55,37419.52,109.03,109.03
2017-10-04,7067,3447,10,4,3,277,38866.61,38720.29,146.32,146.32
2017-10-05,6932,3380,10,5,4,278,37965.82,37145.83,819.99,819.99
2017-10-06,7128,3447,10,6,5,279,39318.04,36369.71,2948.33,2948.33
2017-10-07,6485,3386,10,7,6,280,35320.75,29596.48,5724.27,5724.27
2017-10-08,5647,3217,10,8,0,281,30534.2,30221.16,313.04,313.04
2017-10-09,7089,3458,10,9,1,282,40393.66,39613.24,780.42,96.67
2017-10-10,6724,3350,10,10,2,283,37562.91,37489.44,73.47,73.47
2017-10-11,7108,3473,10,11,3,284,39333.1,39172.83,160.27,160.27
2017-10-12,6981,3395,10,12,4,285,38713.17,37760.75,952.42,952.42
2017-10-13,7149,3443,10,13,5,286,39672.01,36657.02,3014.99,3014.99
2017-10-14,6532,3391,10,14,6,287,35982.89,29894.38,6088.51,6088.51
2017-10-15,5689,3234,10,15,0,288,30904.93,30601.85,303.08,303.08
2017-10-16,7052,3466,10,16,1,289,38722.46,38637.81,84.65,84.65
2017-10-17,6700,3351,10,17,2,290,37540.07,37421.61,118.46,118.46
2017-10-18,7114,3453,10,18,3,291,39319.43,39166.45,152.98,152.98
2017-10-19,6943,3369,10,19,4,292,38599.73,37638.85,960.88,960.88
2017-10-20,7209,3454,10,20,5,293,39948.6,36721.12,3227.48,3227.48
2017-10-21,6522,3399,10,21,6,294,35717.68,29556.97,6160.71,6160.71
2017-10-22,5693,3210,10,22,0,295,31058.97,30782.36,276.61,271.03
2017-10-23,7103,3457,10,23,1,296,39490.54,39392.55,97.99,97.99
2017-10-24,6746,3343,10,24,2,297,38060.31,37948.09,112.22,112.22
2017-10-25,7132,3471,10,25,3,298,39705.05,39517.74,187.31,187.31
2017-10-26,6990,3377,10,26,4,299,39058.82,38164.73,894.09,894.09
2017-10-27,7137,3435,10,27,5,300,39738.96,36375.37,3363.59,3363.59
2017-10-28,6453,3364,10,28,6,301,35545.63,29709.01,5836.62,5836.62
2017-10-29,5647,3194,10,29,0,302,31078.37,30786.89,291.48,291.48
2017-10-30,7035,3456,10,30,1,303,38974.9,38886.53,88.37,88.37
2017-10-31,6725,3344,10,31,2,304,37744.31,37633.89,110.42,110.42
2017-11-01,7011,3409,11,1,3,305,38854.69,38664.11,190.58,190.58
2017-11-02,6929,3341,11,2,4,306,38416.11,37534.26,881.85,881.85
2017-11-03,7163,3412,11,3,5,307,39704.55,36800.81,2903.74,2903.74
2017-11-04,6472,3356,11,4,6,308,35526.32,29911.44,5614.88,5614.88
2017-11-05,5657,3201,11,5,0,309,31400.56,31133.55,267.01,267.01
2017-11-06,7053,3436,11,6,1,310,38813.57,38718.29,95.28,95.28
2017-11-07,6754,3309,11,7,2,311,37655.24,37557.47,97.77,97.77
2017-11-08,7056,3421,11,8,3,312,39030.72,38843.53,187.19,187.19
2017-11-09,6918,3342,11,9,4,313,38284.09,37426.87,857.22,857.22
2017-11-10,7095,3416,11,10,5,314,39344.78,36534.53,2810.25,2810.25
2017-11-11,6485,3332,11,11,6,315,36609.8,30368.1,6241.7,5856.04
2017-11-12,5683,3178,11,12,0,316,31474.55,31184.39,290.16,290.16
2017-11-13,7049,3431,11,13,1,317,38943.98,38862.85,81.13,81.13
2017-11-14,6789,3320,11,14,2,318,38107.21,37994.14,113.07,113.07
2017-11-15,7090,3390,11,15,3,319,39460.71,39265.02,195.69,195.69
2017-11-16,6900,3337,11,16,4,320,38553.09,37829.6,723.49,723.49
2017-11-17,7152,3410,11,17,5,321,40127.36,37453.14,2674.22,2674.22
2017-11-18,6606,3320,11,18,6,322,37349.63,31322.88,6026.75,6026.75
2017-11-19,5833,3255,11,19,0,323,32061.72,31784.81,276.91,276.91
2017-11-20,7152,3435,11,20,1,324,39422.64,39338.91,83.73,83.73
2017-11-21,6912,3333,11,21,2,325,39369.21,39196.67,172.54,166.79
2017-11-22,7430,3421,11,22,3,326,46668.21,46206.9,461.31,459.31
2017-11-23,3535,1751,11,23,4,327,21768.25,6576.29,15191.96,57.81
2017-11-24,7329,3304,11,24,5,328,53030.72,44385,8645.72,4173.29
2017-11-25,6865,3328,11,25,6,329,41915.57,34267.5,7648.07,7643.44
2017-11-26,5921,3227,11,26,0,330,33478.02,33066.96,411.06,411.06
2017-11-27,7105,3396,11,27,1,331,39311.74,39231.08,80.66,80.66
2017-11-28,6735,3310,11,28,2,332,37682.23,37528.92,153.31,153.31
2017-11-29,7086,3396,11,29,3,333,39360.63,39200.14,160.49,160.49
2017-11-30,6997,3328,11,30,4,334,39353.41,38689.01,664.4,664.4
2017-12-01,7223,3390,12,1,5,335,41158.21,38566.36,2591.85,2591.85
2017-12-02,6680,3314,12,2,6,336,38890.74,32247.93,6642.81,6642.81
2017-12-03,5910,3213,12,3,0,337,33632.13,33272.19,359.94,359.94
2017-12-04,7124,3396,12,4,1,338,39938.29,39783.83,154.46,154.46
2017-12-05,6853,3323,12,5,2,339,38877.85,38676.01,201.84,201.84
2017-12-06,7174,3402,12,6,3,340,40452.04,40232.23,219.81,219.81
2017-12-07,7087,3367,12,7,4,341,40134.9,39399.26,735.64,735.64
2017-12-08,7325,3434,12,8,5,342,41905.73,39159.18,2746.55,2746.55
2017-12-09,6733,3340,12,9,6,343,39701.04,32458.47,7242.57,7242.57
2017-12-10,6033,3255,12,10,0,344,34824.08,34396.46,427.62,422.54
2017-12-11,7246,3436,12,11,1,345,40920.1,40741.21,178.89,178.89
2017-12-12,6963,3350,12,12,2,346,40089.71,39887.48,202.23,202.23
2017-12-13,7211,3432,12,13,3,347,41347.35,41058.04,289.31,289.31
2017-12-14,7092,3362,12,14,4,348,41039.43,40114.38,925.05,925.05
2017-12-15,7350,3428,12,15,5,349,43169.3,39796.89,3372.41,3372.41
2017-12-16,6783,3335,12,16,6,350,40701.15,31963.6,8737.55,8737.55
2017-12-17,6079,3240,12,17,0,351,36252.51,35720.99,531.52,531.52
2017-12-18,7721,3972,12,18,1,352,44794.03,44536.88,257.15,257.15
2017-12-19,7487,3787,12,19,2,353,44193.81,43828.87,364.94,364.94
2017-12-20,7745,3889,12,20,3,354,45332.68,44890.51,442.17,442.17
2017-12-21,7649,3779,12,21,4,355,45286.49,43941.67,1344.82,1344.82
2017-12-22,7945,3928,12,22,5,356,47765.29,42736.45,5028.84,5028.84
2017-12-23,7057,3561,12,23,6,357,43373.72,32045.36,11328.36,11328.36
2017-12-24,6158,3305,12,24,0,358,35672.35,35033.11,639.24,639.24
2017-12-25,763,261,12,25,1,359,4485.66,4145.06,340.6,3.53
2017-12-26,7420,3737,12,26,2,360,44280.57,43805.37,475.2,327.92
2017-12-27,7754,3901,12,27,3,361,45392.15,45169.53,222.62,222.62
2017-12-28,7693,3821,12,28,4,362,44975.84,44593.31,382.53,382.53
2017-12-29,7980,3954,12,29,5,363,46633.16,45351.75,1281.41,1281.41
2017-12-30,7288,3846,12,30,6,364,41713.58,37979.44,3734.14,3734.14
2017-12-31,6040,3346,12,31,0,365,33148.5,32617.36,531.14,516.14
2018-01-01,6782,3506,1,1,1,1,39445.19,37984.84,1460.35,174.93
2018-01-02,8489,4434,1,2,2,2,48550.26,48434.19,116.07,116.07
2018-01-03,9179,4680,1,3,3,3,52550.19,52353.31,196.88,196.88
2018-01-04,8779,4431,1,4,4,4,49925.01,49226.59,698.42,698.42
2018-01-05,9066,4772,1,5,5,5,52080.29,49499.68,2580.61,2580.61
2018-01-06,7228,3750,1,6,6,6,40027.99,34108.59,5919.4,5919.4
2018-01-07,6225,3525,1,7,0,7,33880.67,33031.76,848.91,848.91
2018-01-08,9151,4898,1,8,1,8,51782.32,51663.45,118.87,118.87
2018-01-09,8846,4504,1,9,2,9,50492.15,50377.28,114.87,114.87
2018-01-10,9307,4705,1,10,3,10,52976.67,52791.96,184.71,184.71
2018-01-11,9107,4509,1,11,4,11,51830.14,50703.66,1126.48,1126.48
2018-01-12,9153,4780,1,12,5,12,52338.73,48231.85,4106.88,4106.88
2018-01-13,7054,3688,1,13,6,13,38860.13,32076.32,6783.81,6783.81
2018-01-14,6147,3403,1,14,0,14,33921.47,32974.48,946.99,946.99
2018-01-15,8236,3877,1,15,1,15,47590.95,46795.23,795.72,147.62
2018-01-16,8554,4448,1,16,2,16,49959.06,49865.78,93.28,93.28
2018-01-17,9004,4537,1,17,3,17,51981.7,51791.66,190.04,190.04
2018-01-18,9050,4497,1,18,4,18,52834.47,51992.92,841.55,841.55
2018-01-19,9235,4808,1,19,5,19,54403.94,51125.07,3278.87,3278.87
2018-01-20,7233,3739,1,20,6,20,41031.72,34990.79,6040.93,6040.93
2018-01-21,6206,3488,1,21,0,21,33965.25,33102.34,862.91,862.91
2018-01-22,9272,4892,1,22,1,22,54146.78,54010.19,136.59,136.59
2018-01-23,8979,4493,1,23,2,23,53814.52,53658.46,156.06,156.06
2018-01-24,9406,4722,1,24,3,24,55107.9,54892.49,215.41,215.41
2018-01-25,9158,4491,1,25,4,25,53936.78,52697.59,1239.19,1239.19
2018-01-26,9314,4813,1,26,5,26,53710.5,49346.5,4364,4364
2018-01-27,7193,3759,1,27,6,27,40124.09,33483.64,6640.45,6640.45
2018-01-28,6276,3485,1,28,0,28,34495.82,33636.55,859.27,859.27
2018-01-29,9317,4865,1,29,1,29,53234.89,53117.27,117.62,117.62
2018-01-30,8979,4493,1,30,2,30,51694.34,51544.33,150.01,150.01
2018-01-31,9487,4731,1,31,3,31,54829.16,54527.11,302.05,302.05
2018-02-01,9250,4611,2,1,4,32,53271.34,52093.19,1178.15,1178.15
2018-02-02,9402,4880,2,2,5,33,54309.32,49771.99,4537.33,4537.33
2018-02-03,7383,3835,2,3,6,34,40962.81,33866.67,7096.14,7096.14
2018-02-04,6330,3516,2,4,0,35,34947.89,33832.38,1115.51,1115.51
2018-02-05,9499,4951,2,5,1,36,54467.53,54322.75,144.78,144.78
2018-02-06,9180,4573,2,6,2,37,53082.72,52900.15,182.57,182.57
2018-02-07,9575,4753,2,7,3,38,54880.5,54590.53,289.97,289.97
2018-02-08,9364,4569,2,8,4,39,53633.82,52386.69,1247.13,1247.13
2018-02-09,9397,4883,2,9,5,40,54073.18,49609.38,4463.8,4463.8
2018-02-10,7306,3845,2,10,6,41,40306.13,33324.92,6981.21,6981.21
2018-02-11,6365,3520,2,11,0,42,35166.18,34193.3,972.88,972.88
2018-02-12,9557,4948,2,12,1,43,54858.17,54713.8,144.37,144.37
2018-02-13,9185,4547,2,13,2,44,53128.36,52945.95,182.41,182.41
2018-02-14,9587,4769,2,14,3,45,54874.84,54630.15,244.69,244.69
2018-02-15,9175,4543,2,15,4,46,53017.74,51705.5,1312.24,1312.24
2018-02-16,9374,4905,2,16,5,47,53678.67,49139.6,4539.07,4539.07
2018-02-17,7177,3766,2,17,6,48,39244.5,32198.13,7046.37,7046.37
2018-02-18,6212,3388,2,18,0,49,33980.19,32953.47,1026.72,1026.72
2018-02-19,8777,4074,2,19,1,50,52341.31,51274.46,1066.85,189.94
2018-02-20,9148,4554,2,20,2,51,53176.18,53027.49,148.69,148.69
2018-02-21,9635,4756,2,21,3,52,55612.49,55335.59,276.9,276.9
2018-02-22,9205,4528,2,22,4,53,53245.29,51921.23,1324.06,1324.06
2018-02-23,9435,4874,2,23,5,54,54230.81,49809.71,4421.1,4421.1
2018-02-24,7290,3792,2,24,6,55,40248.56,32916.88,7331.68,7331.68
2018-02-25,6355,3507,2,25,0,56,35182.55,33973.77,1208.78,1208.78
2018-02-26,9508,4898,2,26,1,57,54601.28,54441.82,159.46,159.46
2018-02-27,9021,4512,2,27,2,58,52544.4,52388.65,155.75,155.75
2018-02-28,9556,4721,2,28,3,59,55210.24,54941.18,269.06,269.06
2018-03-01,9204,4564,3,1,4,60,52779.24,51342.32,1436.92,1436.92
2018-03-02,9262,4815,3,2,5,61,53038.64,48359.18,4679.46,4679.46
2018-03-03,7150,3750,3,3,6,62,39244.8,32357.28,6887.52,6887.52
2018-03-04,6217,3452,3,4,0,63,34267.27,32969.92,1297.35,1297.35
2018-03-05,9400,4942,3,5,1,64,53854.96,53684.46,170.5,170.5
2018-03-06,8994,4509,3,6,2,65,51835.26,51615.36,219.9,219.9
2018-03-07,9420,4705,3,7,3,66,53985.72,53747.02,238.7,238.7
2018-03-08,9104,4490,3,8,4,67,52202.19,51042.92,1159.27,1159.27
2018-03-09,9318,4824,3,9,5,68,53186.75,49059.47,4127.28,4127.28
2018-03-10,7090,3708,3,10,6,69,38853.96,32668.24,6185.72,6185.72
2018-03-11,6161,3397,3,11,0,70,33677.82,32554.27,1123.55,1123.55
2018-03-12,9305,4901,3,12,1,71,53444.96,53306.05,138.91,138.91
2018-03-13,8685,4441,3,13,2,72,50410.76,50273.47,137.29,137.29
2018-03-14,9382,4691,3,14,3,73,53904.25,53659.38,244.87,244.87
2018-03-15,9048,4441,3,15,4,74,52113.08,50875.23,1237.85,1237.85
2018-03-16,9207,5014,3,16,5,75,52531.99,48424.96,4107.03,4107.03
2018-03-17,6946,3789,3,17,6,76,38102.22,32162.79,5939.43,5939.43
2018-03-18,6125,3469,3,18,0,77,33974.76,32869.48,1105.28,1105.28
2018-03-19,9230,5050,3,19,1,78,52810.55,52653.14,157.41,157.41
2018-03-20,8759,4644,3,20,2,79,50647.14,50467.41,179.73,179.73
2018-03-21,9214,4815,3,21,3,80,52622.94,52411.24,211.7,211.7
2018-03-22,8995,4630,3,22,4,81,51698.73,50556.14,1142.59,1142.59
2018-03-23,9194,4973,3,23,5,82,52830.88,48943.16,3887.72,3887.72
2018-03-24,6931,3733,3,24,6,83,38570.49,32404.78,6165.71,6165.71
2018-03-25,6093,3502,3,25,0,84,33861.68,32679.33,1182.35,1182.35
2018-03-26,9238,5033,3,26,1,85,53094,52963.43,130.57,130.57
2018-03-27,8853,4603,3,27,2,86,51551.73,51376.39,175.34,175.34
2018-03-28,9377,4821,3,28,3,87,54025.08,53758.48,266.6,266.6
2018-03-29,9014,4574,3,29,4,88,52012.72,50934.9,1077.82,1077.82
2018-03-30,9086,4944,3,30,5,89,52647.97,48744.96,3903.01,3833.3
2018-03-31,7026,3742,3,31,6,90,39546.53,32682.39,6864.14,6864.14
2018-04-01,2725,1821,4,1,0,91,15560.94,15068.93,492.01,431.51
2018-04-02,9097,4918,4,2,1,92,52683.08,52506.95,176.13,176.13
2018-04-03,8863,4576,4,3,2,93,51950.9,51793.46,157.44,157.44
2018-04-04,9429,4780,4,4,3,94,54614.88,54380.14,234.74,234.74
2018-04-05,9115,4572,4,5,4,95,52903.52,52001.43,902.09,902.09
2018-04-06,9238,4965,4,6,5,96,53875.08,50740.56,3134.52,3134.52
2018-04-07,7069,3690,4,7,6,97,39336.22,34824.18,4512.04,4512.04
2018-04-08,6107,3389,4,8,0,98,34238.66,33186.76,1051.9,1051.9
2018-04-09,9292,4966,4,9,1,99,53266.95,53136.99,129.96,129.96
2018-04-10,8811,4564,4,10,2,100,51259.35,51099.73,159.62,159.62
2018-04-11,9446,4765,4,11,3,101,54481.17,54238.46,242.71,242.71
2018-04-12,9175,4576,4,12,4,102,52905.7,51666.54,1239.16,1239.16
2018-04-13,9293,4914,4,13,5,103,53507.01,49382.68,4124.33,4124.33
2018-04-14,7041,3665,4,14,6,104,38998.16,32454.06,6544.1,6544.1
2018-04-15,6134,3369,4,15,0,105,34231.59,33202.84,1028.75,1028.75
2018-04-16,9390,5128,4,16,1,106,54938.86,54467.3,471.56,220.24
2018-04-17,8974,4678,4,17,2,107,52156.7,51933.77,222.93,222.93
2018-04-18,9509,4931,4,18,3,108,54956.95,54688.84,268.11,268.11
2018-04-19,9215,4678,4,19,4,109,53329.43,52151.15,1178.28,1178.28
2018-04-20,9338,5052,4,20,5,110,53945.11,49623.69,4321.42,4321.42
2018-04-21,7064,3690,4,21,6,111,39337.4,32545.46,6791.94,6791.94
2018-04-22,6190,3504,4,22,0,112,34492.03,33339.15,1152.88,1152.88
2018-04-23,9344,5103,4,23,1,113,54220.16,54016.32,203.84,203.84
2018-04-24,9058,4696,4,24,2,114,52929.5,52726.17,203.33,203.33
2018-04-25,9531,4924,4,25,3,115,55403.59,55085.89,317.7,317.7
2018-04-26,8800,4519,4,26,4,116,51247.67,50080.36,1167.31,1167.31
2018-04-27,9254,5017,4,27,5,117,53446.82,49229.94,4216.88,4216.88
2018-04-28,6958,3685,4,28,6,118,38874.35,32415.18,6459.17,6459.17
2018-04-29,6075,3416,4,29,0,119,33844.9,32735.65,1109.25,1109.25
2018-04-30,9226,5076,4,30,1,120,53739.51,53553.24,186.27,186.27
2018-05-01,8874,4790,5,1,2,121,51749.52,51584.31,165.21,165.21
2018-05-02,9454,4997,5,2,3,122,54681.21,54425.56,255.65,255.65
2018-05-03,9155,4735,5,3,4,123,53154.45,51915.59,1238.86,1238.86
2018-05-04,9314,5121,5,4,5,124,53925.66,49621.47,4304.19,4304.19
2018-05-05,7005,3693,5,5,6,125,39010.18,32614.81,6395.37,6395.37
2018-05-06,6169,3499,5,6,0,126,34397.93,33199.62,1198.31,1198.31
2018-05-07,9313,5176,5,7,1,127,54093.6,53942.19,151.41,151.41
2018-05-08,9044,4762,5,8,2,128,52916.09,52687.8,228.29,228.29
2018-05-09,9529,4994,5,9,3,129,55381.2,55060.25,320.95,320.95
2018-05-10,9155,4757,5,10,4,130,53169.24,51890.6,1278.64,1278.64
2018-05-11,9276,5087,5,11,5,131,53766.42,49535.35,4231.07,4231.07
2018-05-12,7019,3742,5,12,6,132,39198.57,32577.39,6621.18,6621.18
2018-05-13,6110,3436,5,13,0,133,33707.07,32765.25,941.82,941.82
2018-05-14,9301,5153,5,14,1,134,54046.71,53876.55,170.16,170.16
2018-05-15,9013,4716,5,15,2,135,52828.4,52641.69,186.71,186.71
2018-05-16,9474,5001,5,16,3,136,54919.04,54643.66,275.38,275.38
2018-05-17,9187,4702,5,17,4,137,53178.14,52013.54,1164.6,1164.6
2018-05-18,9277,5133,5,18,5,138,53792.23,49576.14,4216.09,4216.09
2018-05-19,7025,3721,5,19,6,139,39218.74,32770.85,6447.89,6447.89
2018-05-20,6164,3432,5,20,0,140,34293.56,33065.78,1227.78,1227.78
2018-05-21,9286,5131,5,21,1,141,54249.94,54110.52,139.42,139.42
2018-05-22,8883,4715,5,22,2,142,52134.36,51973.55,160.81,160.81
2018-05-23,9486,5000,5,23,3,143,54942.24,54729.33,212.91,212.91
2018-05-24,9034,4675,5,24,4,144,52485.73,51394.09,1091.64,1091.64
2018-05-25,9204,5128,5,25,5,145,52780.17,49023.91,3756.26,3756.26
2018-05-26,6966,3717,5,26,6,146,38683.27,32792.28,5890.99,5890.99
2018-05-27,5951,3223,5,27,0,147,33160.61,32353.53,807.08,807.08
2018-05-28,7694,3628,5,28,1,148,45685.02,44305.88,1379.14,103.85
2018-05-29,8675,4713,5,29,2,149,50830.42,50702,128.42,128.42
2018-05-30,9407,4963,5,30,3,150,54890.89,54679.86,211.03,211.03
2018-05-31,9078,4692,5,31,4,151,53123.86,52505.85,618.01,618.01
2018-06-01,9266,5145,6,1,5,152,54018.08,51272.78,2745.3,2745.3
2018-06-02,6965,3662,6,2,6,153,38846.82,33022.03,5824.79,5824.79
2018-06-03,6089,3421,6,3,0,154,33781.25,32983.11,798.14,798.14
2018-06-04,9130,5121,6,4,1,155,53512.4,53373.44,138.96,138.96
2018-06-05,8853,4718,6,5,2,156,52387.61,52246.39,141.22,141.22
2018-06-06,9325,4938,6,6,3,157,54630.57,54393.25,237.32,237.32
2018-06-07,9017,4688,6,7,4,158,52920.5,51562.95,1357.55,1357.55
2018-06-08,9223,5107,6,8,5,159,53624.65,49040.78,4583.87,4583.87
2018-06-09,6966,3691,6,9,6,160,38802,32590.49,6211.51,6211.51
2018-06-10,6105,3404,6,10,0,161,34113.51,32861.27,1252.24,1252.24
2018-06-11,9102,5066,6,11,1,162,53472.7,53314.7,158,158
2018-06-12,8816,4661,6,12,2,163,52146.86,51953.58,193.28,193.28
2018-06-13,9335,4903,6,13,3,164,54998.97,54706.01,292.96,292.96
2018-06-14,9019,4635,6,14,4,165,53616.95,52155.01,1461.94,1461.94
