date,count1,count2,month,dom,dow,doy,total,regular,overage1,overage2
2018-06-15,9194,5062,6,15,5,166,54002,49232.82,4769.18,4769.18
2018-06-16,6919,3673,6,16,6,167,38666.88,31984.72,6682.16,6682.16
2018-06-17,6039,3376,6,17,0,168,33620.48,32652.72,967.76,967.76
2018-06-18,9005,5075,6,18,1,169,53491.23,53359.49,131.74,131.74
2018-06-19,8819,4687,6,19,2,170,52641.1,52495.02,146.08,146.08
2018-06-20,9256,4925,6,20,3,171,54825.8,54569.91,255.89,255.89
2018-06-21,8990,4660,6,21,4,172,53458.28,51903.36,1554.92,1554.92
2018-06-22,9200,5107,6,22,5,173,54007.17,49314.97,4692.2,4692.2
2018-06-23,6906,3700,6,23,6,174,38295.43,31981.51,6313.92,6313.92
2018-06-24,6051,3430,6,24,0,175,35946.53,35008.79,937.74,937.74
2018-06-25,9083,5115,6,25,1,176,53224.85,53069.1,155.75,155.75
2018-06-26,8708,4699,6,26,2,177,51440.67,51291.23,149.44,149.44
2018-06-27,9248,4920,6,27,3,178,54287.77,54048.46,239.31,239.31
2018-06-28,8956,4642,6,28,4,179,52709.93,51449.44,1260.49,1260.49
2018-06-29,9222,5117,6,29,5,180,53451.1,49467.03,3984.07,3984.07
2018-06-30,6988,3717,6,30,6,181,39419.34,32843.99,6575.35,6575.35
2018-07-01,5968,3413,7,1,0,182,32819.17,31996.75,822.42,822.42
2018-07-02,8878,5048,7,2,1,183,52497.17,52342.44,154.73,154.73
2018-07-03,8635,4746,7,3,2,184,51380.84,51230.55,150.29,150.29
2018-07-04,7552,3549,7,4,3,185,45000.28,43660.97,1339.31,135.99
2018-07-05,8573,4576,7,5,4,186,50412.83,49875.59,537.24,531.24
2018-07-06,9230,5138,7,6,5,187,54296.95,51793.62,2503.33,2503.33
2018-07-07,6995,3732,7,7,6,188,38805.49,33343.56,5461.93,5461.93
2018-07-08,6072,3461,7,8,0,189,33513.88,32916.84,597.04,597.04
2018-07-09,9062,5019,7,9,1,190,53571.72,53402.34,169.38,169.38
2018-07-10,8864,4688,7,10,2,191,52980.95,52819,161.95,161.95
2018-07-11,9400,4895,7,11,3,192,55407.15,55152.07,255.08,255.08
2018-07-12,9044,4630,7,12,4,193,53319.1,51930.37,1388.73,1388.73
2018-07-13,9263,5068,7,13,5,194,54357.95,50099.34,4258.61,4258.61
2018-07-14,6981,3664,7,14,6,195,39322.25,32888.92,6433.33,6433.33
2018-07-15,6106,3469,7,15,0,196,34113.55,33008.17,1105.38,1105.38
2018-07-16,9061,5009,7,16,1,197,52408.08,52257.76,150.32,150.32
2018-07-17,8793,4618,7,17,2,198,52016.32,51804.78,211.54,211.54
2018-07-18,9312,4879,7,18,3,199,54604.34,54303.91,300.43,300.43
2018-07-19,9016,4608,7,19,4,200,52966.54,51473.78,1492.76,1492.76
2018-07-20,9175,5015,7,20,5,201,53748.56,49416.78,4331.78,4331.78
2018-07-21,6960,3688,7,21,6,202,39266.09,32405.4,6860.69,6860.69
2018-07-22,6096,3409,7,22,0,203,34088.01,33004.9,1083.11,1083.11
2018-07-23,9114,5037,7,23,1,204,53293.59,53153.8,139.79,139.79
2018-07-24,8704,4504,7,24,2,205,51544.72,51315.52,229.2,229.2
2018-07-25,9333,4895,7,25,3,206,54888.2,54580.09,308.11,308.11
2018-07-26,9059,4597,7,26,4,207,53382.54,51671.54,1711,1711
2018-07-27,9182,4997,7,27,5,208,53474.75,49315.78,4158.97,4158.97
2018-07-28,6945,3709,7,28,6,209,39031.06,32536.71,6494.35,6494.35
2018-07-29,6036,3416,7,29,0,210,33774.47,32689.27,1085.2,1085.2
2018-07-30,9105,5057,7,30,1,211,53193.05,53049.24,143.81,143.81
2018-07-31,8842,4644,7,31,2,212,52213.47,52015.7,197.77,197.77
2018-08-01,9264,5000,8,1,3,213,53980.97,53689.96,291.01,291.01
2018-08-02,8977,4734,8,2,4,214,52429.33,51073.22,1356.11,1356.11
2018-08-03,9131,5100,8,3,5,215,53248.13,49288.08,3960.05,3960.05
2018-08-04,6998,3713,8,4,6,216,39699.54,33002.03,6697.51,6697.51
2018-08-05,6004,3449,8,5,0,217,33572.1,32468.8,1103.3,1103.3
2018-08-06,9062,5169,8,6,1,218,52715.27,52590.88,124.39,124.39
2018-08-07,8890,4776,8,7,2,219,52391.11,52185.31,205.8,205.8
2018-08-08,9356,5022,8,8,3,220,54746.29,54450.27,296.02,296.02
2018-08-09,9097,4736,8,9,4,221,53090.83,51744.82,1346.01,1346.01
2018-08-10,9206,5113,8,10,5,222,53670.29,49710.43,3959.86,3959.86
2018-08-11,6983,3747,8,11,6,223,39299.15,32912.64,6386.51,6386.51
2018-08-12,6044,3431,8,12,0,224,33785.52,32778.53,1006.99,1006.99
2018-08-13,9173,5173,8,13,1,225,53597,53226.03,370.97,163.96
2018-08-14,8905,4790,8,14,2,226,52560.88,52384.76,176.12,175.34
2018-08-15,9374,5005,8,15,3,227,54807.53,54509.42,298.11,298.11
2018-08-16,9095,4786,8,16,4,228,54959.51,53521.03,1438.48,1438.48
2018-08-17,9260,5125,8,17,5,229,53932.6,50045.53,3887.07,3887.07
2018-08-18,7026,3766,8,18,6,230,39320.02,33106.19,6213.83,6213.83
2018-08-19,6063,3432,8,19,0,231,33671.68,32541.27,1130.41,1130.41
2018-08-20,9246,5230,8,20,1,232,53731.15,53584.86,146.29,146.29
2018-08-21,8939,4821,8,21,2,233,52347.73,52168.28,179.45,179.45
2018-08-22,9427,4997,8,22,3,234,54634.67,54378.79,255.88,255.88
2018-08-23,9218,4806,8,23,4,235,53708.45,52440.92,1267.53,1267.53
2018-08-24,9296,5141,8,24,5,236,53775.76,50007.01,3768.75,3768.75
2018-08-25,6987,3738,8,25,6,237,38731.82,32777.06,5954.76,5954.76
2018-08-26,6089,3482,8,26,0,238,33731.36,32573.04,1158.32,1158.32
2018-08-27,9290,5234,8,27,1,239,53627.86,53492.95,134.91,134.91
2018-08-28,8974,4852,8,28,2,240,52431.23,52254.4,176.83,176.83
2018-08-29,9548,5061,8,29,3,241,55118.37,54881.88,236.49,236.49
2018-08-30,9239,4839,8,30,4,242,53803.34,52698.17,1105.17,1105.17
2018-08-31,9309,5161,8,31,5,243,53587.26,49952.87,3634.39,3634.39
2018-09-01,6955,3709,9,1,6,244,37498.74,32615.53,4883.21,4883.21
2018-09-02,5929,3319,9,2,0,245,32057.24,31059.04,998.2,998.2
2018-09-03,7696,3662,9,3,1,246,44736.07,43568.6,1167.47,91.25
2018-09-04,9004,4887,9,4,2,247,51630.66,51472.97,157.69,157.69
2018-09-05,9665,5135,9,5,3,248,55011.59,54819.91,191.68,191.68
2018-09-06,9441,4911,9,6,4,249,54172.58,53700.87,471.71,471.71
2018-09-07,9566,5243,9,7,5,250,54711.55,52692.15,2019.4,2019.4
2018-09-08,7308,3820,9,8,6,251,39721.31,35343.31,4378,4378
2018-09-09,6253,3558,9,9,0,252,33961.34,33060.83,900.51,900.51
2018-09-10,9542,5356,9,10,1,253,54324.01,54172.27,151.74,151.74
2018-09-11,9190,4966,9,11,2,254,52765.88,52610.11,155.77,155.77
2018-09-12,9765,5138,9,12,3,255,55836.29,55562.3,273.99,273.99
2018-09-13,9468,4899,9,13,4,256,54325.5,53251.43,1074.07,1074.07
2018-09-14,9466,5230,9,14,5,257,54024.96,50799.17,3225.79,3225.79
2018-09-15,7205,3869,9,15,6,258,39051.24,34403.5,4647.74,4647.74
2018-09-16,6222,3512,9,16,0,259,33607.43,32487.17,1120.26,1120.26
2018-09-17,9513,5319,9,17,1,260,54969.2,54821.98,147.22,147.22
2018-09-18,9000,4924,9,18,2,261,52345.59,52151.36,194.23,194.23
2018-09-19,9563,5108,9,19,3,262,55358.97,55131.65,227.32,227.32
2018-09-20,9250,4876,9,20,4,263,53862.17,53060.43,801.74,801.74
2018-09-21,9639,5261,9,21,5,264,55646.38,52515.76,3130.62,3130.62
2018-09-22,7230,3835,9,22,6,265,39150.57,34749.08,4401.49,4401.49
2018-09-23,6232,3535,9,23,0,266,33839.44,32667.95,1171.49,1171.49
2018-09-24,9597,5336,9,24,1,267,55384.31,55254.04,130.27,130.27
2018-09-25,9300,4896,9,25,2,268,54278.21,54131.19,147.02,147.02
2018-09-26,9852,5115,9,26,3,269,56890.69,56653.31,237.38,237.38
2018-09-27,9515,4944,9,27,4,270,55186.36,54327.14,859.22,859.22
2018-09-28,9596,5272,9,28,5,271,55798.1,52632.59,3165.51,3165.51
2018-09-29,7292,3887,9,29,6,272,40309.81,35034.68,5275.13,5275.13
2018-09-30,6256,3505,9,30,0,273,34071.77,32687.8,1383.97,1383.97
2018-10-01,9526,5364,10,1,1,274,55518.89,55327.46,191.43,191.43
2018-10-02,9269,4953,10,2,2,275,57259.16,57090.39,168.77,168.77
2018-10-03,9781,5169,10,3,3,276,56408.89,56131.04,277.85,277.85
2018-10-04,9502,4929,10,4,4,277,55028.73,53998.67,1030.06,1030.06
2018-10-05,9599,5277,10,5,5,278,55408.33,52124.53,3283.8,3283.8
2018-10-06,7340,3863,10,6,6,279,40423.13,35100.29,5322.84,5322.84
2018-10-07,6275,3522,10,7,0,280,34359.26,32915.63,1443.63,1443.63
2018-10-08,9505,4927,10,8,1,281,54915.19,54025.27,889.92,147.96
2018-10-09,9269,4932,10,9,2,282,53906.86,53751.19,155.67,149.62
2018-10-10,9751,5124,10,10,3,283,56706.16,56510.85,195.31,195.31
2018-10-11,9472,4878,10,11,4,284,54714.05,53716.83,997.22,997.22
2018-10-12,9554,5221,10,12,5,285,55071.16,51834.71,3236.45,3236.45
2018-10-13,7247,3872,10,13,6,286,39878.9,34958.54,4920.36,4920.36
2018-10-14,6344,3533,10,14,0,287,34722.44,33453.97,1268.47,1268.47
2018-10-15,9514,5275,10,15,1,288,55152.2,55003.07,149.13,149.13
2018-10-16,9250,4933,10,16,2,289,55423.09,55262.55,160.54,160.54
2018-10-17,9761,5110,10,17,3,290,57633.31,57372.66,260.65,260.65
2018-10-18,9453,4855,10,18,4,291,55790.04,54732,1058.04,1058.04
2018-10-19,9558,5216,10,19,5,292,56238.61,52527.08,3711.53,3711.53
2018-10-20,7278,3804,10,20,6,293,40522.74,35158.89,5363.85,5363.85
2018-10-21,6348,3545,10,21,0,294,35078.36,33704.71,1373.65,1373.65
2018-10-22,9571,5275,10,22,1,295,56274.31,56134.27,140.04,140.04
2018-10-23,9278,4913,10,23,2,296,54905.72,54721.35,184.37,184.37
2018-10-24,9771,5125,10,24,3,297,57638.45,57369.07,269.38,269.38
2018-10-25,9500,4868,10,25,4,298,56069.56,54920.59,1148.97,1148.97
2018-10-26,9564,5209,10,26,5,299,56590.76,52972.21,3618.55,3618.55
2018-10-27,7322,3846,10,27,6,300,40970.68,35554.71,5415.97,5415.97
2018-10-28,6319,3545,10,28,0,301,34826.96,33494.76,1332.2,1332.2
2018-10-29,9560,5272,10,29,1,302,56298.67,56129.07,169.6,169.6
2018-10-30,9316,4907,10,30,2,303,54300.69,54134.25,166.44,166.44
2018-10-31,9704,5039,10,31,3,304,56137.33,55887.33,250,250
2018-11-01,9421,4869,11,1,4,305,55106.08,54005.72,1100.36,1100.36
2018-11-02,9516,5192,11,2,5,306,55751.02,52295.62,3455.4,3455.4
2018-11-03,7275,3795,11,3,6,307,40318.65,35394.62,4924.03,4924.03
2018-11-04,6393,3588,11,4,0,308,35840.9,34575.38,1265.52,1265.52
2018-11-05,9666,5314,11,5,1,309,56643.25,56447.41,195.84,195.84
2018-11-06,9317,4975,11,6,2,310,54964.96,54784.17,180.79,180.79
2018-11-07,9904,5157,11,7,3,311,57896.42,57633.57,262.85,262.85
2018-11-08,9608,4895,11,8,4,312,56347.95,55168.46,1179.49,1179.49
2018-11-09,9649,5230,11,9,5,313,56538.01,52902.37,3635.64,3635.64
2018-11-10,7408,3807,11,10,6,314,41769.67,35753.24,6016.43,6016.43
2018-11-11,6397,3430,11,11,0,315,35942.46,34463.99,1478.47,1478.47
2018-11-12,9046,4244,11,12,1,316,53389.28,52418.47,970.81,185.12
2018-11-13,9391,4892,11,13,2,317,54791.07,54613.81,177.26,176.91
2018-11-14,9770,5074,11,14,3,318,57013.75,56730.87,282.88,282.88
2018-11-15,9509,4822,11,15,4,319,55905.04,54823.67,1081.37,1081.37
2018-11-16,9622,5195,11,16,5,320,56633.05,53251.78,3381.27,3381.27
2018-11-17,7484,3877,11,17,6,321,42435.98,36212.27,6223.71,6223.71
2018-11-18,6610,3598,11,18,0,322,36984.65,35600.16,1384.49,1384.49
2018-11-19,9704,5283,11,19,1,323,57362.09,57194.69,167.4,167.4
2018-11-20,9691,4946,11,20,2,324,57356.8,57131.08,225.72,225.72
2018-11-21,10040,5064,11,21,3,325,64590.63,64017.67,572.96,572.96
2018-11-22,4701,2169,11,22,4,326,29132.62,12085.02,17047.6,164.34
2018-11-23,8942,4696,11,23,5,327,63879.23,56071.26,7807.97,3747.32
2018-11-24,7695,3926,11,24,6,328,47113.02,40151.6,6961.42,6961.42
2018-11-25,6745,3603,11,25,0,329,38947.97,37869.28,1078.69,1078.69
2018-11-26,9683,5268,11,26,1,330,57290.84,57075.69,215.15,215.15
2018-11-27,9625,4950,11,27,2,331,56427.1,56224.69,202.41,202.41
2018-11-28,9911,5096,11,28,3,332,57792.98,57503.09,289.89,289.89
2018-11-29,9637,4793,11,29,4,333,56876.82,55742.65,1134.17,1134.17
2018-11-30,9829,5240,11,30,5,334,58088.99,54195.27,3893.72,3893.72
2018-12-01,7995,3898,12,1,6,335,47102.62,39911.32,7191.3,7191.3
2018-12-02,7057,3631,12,2,0,336,41192.87,39476.64,1716.23,1716.23
2018-12-03,10071,5345,12,3,1,337,59220.28,58994.34,225.94,225.94
2018-12-04,10101,5039,12,4,2,338,59678.57,59439.9,238.67,238.67
2018-12-05,10388,5173,12,5,3,339,61158.77,60855.13,303.64,303.64
2018-12-06,10110,4869,12,6,4,340,60062.97,58901.97,1161,1161
2018-12-07,10263,5335,12,7,5,341,61220.76,57027.58,4193.18,4193.18
2018-12-08,8064,3953,12,8,6,342,48037.39,40090.69,7946.7,7946.7
2018-12-09,6985,3548,12,9,0,343,41240.41,39563.11,1677.3,1677.3
2018-12-10,10166,5320,12,10,1,344,60418.08,60174.3,243.78,243.78
2018-12-11,10123,5054,12,11,2,345,60535.9,60209.9,326,326
2018-12-12,10376,5187,12,12,3,346,61727.31,61334.33,392.98,392.98
2018-12-13,10032,4865,12,13,4,347,60243.47,58977.57,1265.9,1265.9
2018-12-14,10286,5254,12,14,5,348,62364.85,57771.08,4593.77,4593.77
2018-12-15,8091,3916,12,15,6,349,49320.2,40738.41,8581.79,8581.79
2018-12-16,7296,3660,12,16,0,350,43969.18,42189.27,1779.91,1779.91
2018-12-17,10337,5371,12,17,1,351,62672.56,62370.9,301.66,301.66
2018-12-18,10295,5022,12,18,2,352,62955.71,62533.92,421.79,421.79
2018-12-19,10553,5202,12,19,3,353,64278.91,63753.23,525.68,525.68
2018-12-20,10240,4895,12,20,4,354,62827.9,61313.79,1514.11,1514.11
2018-12-21,10377,5309,12,21,5,355,64147.94,58648.26,5499.68,5499.68
2018-12-22,8167,3926,12,22,6,356,50750.21,40266.62,10483.59,10483.59
2018-12-23,7485,3662,12,23,0,357,46409.7,44525.22,1884.48,1884.48
2018-12-24,9145,4721,12,24,1,358,53703.67,53296.77,406.9,341.15
2018-12-25,1325,655,12,25,2,359,8482.53,8099.47,383.06,59.61
2018-12-26,9889,5048,12,26,3,360,60218.6,59737.21,481.39,351.44
2018-12-27,9999,4692,12,27,4,361,60946.56,60588.87,357.69,357.69
2018-12-28,10312,5287,12,28,5,362,62483.95,61385.74,1098.21,1098.21
2018-12-29,8173,3959,12,29,6,363,47951.59,44414.25,3537.34,3537.34
2018-12-30,7054,3636,12,30,0,364,40149.84,39426.29,723.55,718.37
2018-12-31,9214,4704,12,31,1,365,54256.48,53997.48,259,225
2019-01-01,7169,3653,1,1,2,1,42424.38,40858.24,1566.14,114.35
2019-01-02,9962,5122,1,2,3,2,60183.55,59850.19,333.36,329.88
2019-01-03,9982,4824,1,3,4,3,61053.16,60470.05,583.11,583.11
2019-01-04,10226,5323,1,4,5,4,62376.31,60324.18,2052.13,2052.13
2019-01-05,7983,3986,1,5,6,5,46271.32,40762.91,5508.41,5508.41
2019-01-06,6861,3538,1,6,0,6,39380.31,38030.81,1349.5,1349.5
2019-01-07,10122,5326,1,7,1,7,58996.64,58858.73,137.91,137.91
2019-01-08,9789,4879,1,8,2,8,57665.6,57489.9,175.7,175.7
2019-01-09,10377,5159,1,9,3,9,60294.29,60062.81,231.48,231.48
2019-01-10,10125,4843,1,10,4,10,59233.01,58094.11,1138.9,1138.9
2019-01-11,10309,5269,1,11,5,11,60172.45,56363.58,3808.87,3808.87
2019-01-12,7853,3908,1,12,6,12,44719.48,38718.38,6001.1,6001.1
2019-01-13,6836,3542,1,13,0,13,38512.54,37156.99,1355.55,1355.55
2019-01-14,10224,5317,1,14,1,14,59551.24,59409.28,141.96,141.96
2019-01-15,9908,4894,1,15,2,15,58528.71,58378.37,150.34,150.34
2019-01-16,10484,5202,1,16,3,16,61068.71,60927.24,141.47,141.47
2019-01-17,10146,4879,1,17,4,17,59329.45,58233.85,1095.6,1095.6
2019-01-18,10256,5317,1,18,5,18,59589.52,56070.08,3519.44,3519.44
2019-01-19,7812,3861,1,19,6,19,44065.95,38650.32,5415.63,5415.63
2019-01-20,6540,3349,1,20,0,20,36892.91,35462.11,1430.8,1430.8
2019-01-21,9188,4048,1,21,1,21,53922.54,53203.99,718.55,123.5
2019-01-22,9844,4831,1,22,2,22,57881.92,57751.73,130.19,125.44
2019-01-23,10404,5131,1,23,3,23,60413.15,60222.75,190.4,190.4
2019-01-24,10152,4833,1,24,4,24,59159.62,58268.41,891.21,891.21
2019-01-25,10258,5227,1,25,5,25,59712.38,56607.87,3104.51,3104.51
2019-01-26,7765,3907,1,26,6,26,44066.81,39046.02,5020.79,5020.79
2019-01-27,6784,3540,1,27,0,27,38112.77,36868.43,1244.34,1244.34
2019-01-28,10235,5366,1,28,1,28,59422.03,59274.57,147.46,147.46
2019-01-29,9865,4903,1,29,2,29,57952.41,57766.93,185.48,185.48
2019-01-30,10183,5097,1,30,3,30,59239.94,59002.05,237.89,237.89
2019-01-31,9993,4827,1,31,4,31,58628.17,57573.83,1054.34,1054.34
2019-02-01,10199,5228,2,1,5,32,59132.05,55770.52,3361.53,3361.53
2019-02-02,7761,3877,2,2,6,33,43631.57,39016.89,4614.68,4614.68
2019-02-03,6778,3514,2,3,0,34,38126.06,36865.35,1260.71,1260.71
2019-02-04,10076,5098,2,4,1,35,58395.67,58234.25,161.42,161.42
2019-02-05,9897,4887,2,5,2,36,57841.95,57723.81,118.14,118.14
2019-02-06,10382,5106,2,6,3,37,60515.69,60337.73,177.96,177.96
2019-02-07,10160,4820,2,7,4,38,59364.7,58320.29,1044.41,1044.41
2019-02-08,10160,5017,2,8,5,39,59249.81,55998.05,3251.76,3251.76
2019-02-09,7707,3861,2,9,6,40,43520.85,38624.59,4896.26,4896.26
2019-02-10,6792,3560,2,10,0,41,38247.92,36851.21,1396.71,1396.71
2019-02-11,10035,5063,2,11,1,42,58241.32,58102.8,138.52,138.52
2019-02-12,9787,4817,2,12,2,43,57473.73,57337.61,136.12,136.12
2019-02-13,10437,5138,2,13,3,44,61098.88,60839.58,259.3,259.3
2019-02-14,10080,4775,2,14,4,45,59176.67,58060.45,1116.22,1116.22
2019-02-15,10207,5221,2,15,5,46,59804.91,56176.63,3628.28,3628.28
2019-02-16,7749,3840,2,16,6,47,43545.81,38705.48,4840.33,4840.33
2019-02-17,6767,3416,2,17,0,48,38456.44,36931.79,1524.65,1524.65
2019-02-18,9405,4105,2,18,1,49,56630.13,55675.73,954.4,149.99
2019-02-19,9827,4829,2,19,2,50,57587.67,57476.01,111.66,111.66
2019-02-20,10310,5013,2,20,3,51,60196.2,59959.37,236.83,236.83
2019-02-21,10002,4771,2,21,4,52,58908.21,57851.69,1056.52,1056.52
2019-02-22,10181,5190,2,22,5,53,59519.43,56404.71,3114.72,3114.72
2019-02-23,7723,3859,2,23,6,54,43801.49,38745.05,5056.44,5056.44
2019-02-24,6686,3518,2,24,0,55,39923.45,38773.1,1150.35,1150.35
2019-02-25,10091,5209,2,25,1,56,58755.42,58571.2,184.22,184.22
2019-02-26,9845,4822,2,26,2,57,58155.6,57947.83,207.77,207.77
2019-02-27,10372,5061,2,27,3,58,60683.72,60456.96,226.76,226.76
2019-02-28,10079,4782,2,28,4,59,59465.84,58345.34,1120.5,1120.5
2019-03-01,10137,5159,3,1,5,60,59249.77,55694.44,3555.33,3555.33
2019-03-02,7737,3834,3,2,6,61,44067.22,38633.03,5434.19,5434.19
2019-03-03,6724,3494,3,3,0,62,38126.53,36755.89,1370.64,1370.64
2019-03-04,10047,5219,3,4,1,63,58966.09,58691.97,274.12,274.12
2019-03-05,9741,4840,3,5,2,64,57509.16,57260.65,248.51,248.51
2019-03-06,10589,5140,3,6,3,65,62093.17,61751.56,341.61,341.61
2019-03-07,10259,4803,3,7,4,66,60529.44,59468.85,1060.59,1060.59
2019-03-08,10411,5244,3,8,5,67,61146.89,57532.8,3614.09,3614.09
2019-03-09,7929,3898,3,9,6,68,44683.06,39333.34,5349.72,5349.72
2019-03-10,6868,3595,3,10,0,69,38235.15,36939.58,1295.57,1295.57
2019-03-11,10405,5311,3,11,1,70,61119.59,60976.57,143.02,143.02
2019-03-12,10075,4894,3,12,2,71,59646.78,59464.91,181.87,181.87
2019-03-13,10585,5019,3,13,3,72,62041.36,61808.55,232.81,232.81
2019-03-14,10234,4782,3,14,4,73,60494.97,59394.71,1100.26,1100.26
2019-03-15,10376,5241,3,15,5,74,61366.53,57644.25,3722.28,3722.28
2019-03-16,7856,3819,3,16,6,75,44144.65,38568.3,5576.35,5576.35
2019-03-17,6866,3544,3,17,0,76,39000.26,37625.74,1374.52,1374.52
2019-03-18,10241,5238,3,18,1,77,59961.66,59824.6,137.06,137.06
2019-03-19,9958,4838,3,19,2,78,58982.99,58837.97,145.02,145.02
2019-03-20,10550,5052,3,20,3,79,62139.82,61862.58,277.24,277.24
2019-03-21,10107,4760,3,21,4,80,59981.81,58895.61,1086.2,1086.2
2019-03-22,10332,5188,3,22,5,81,60812.74,56991.01,3821.73,3821.73
2019-03-23,7831,3871,3,23,6,82,44527.3,38862.78,5664.52,5664.52
2019-03-24,6877,3595,3,24,0,83,38873.11,37613.59,1259.52,1259.52
2019-03-25,10306,5317,3,25,1,84,60773.62,60644.3,129.32,129.32
2019-03-26,10071,4887,3,26,2,85,59728.07,59569.94,158.13,158.13
2019-03-27,10536,5116,3,27,3,86,62264.89,61963.54,301.35,301.35
2019-03-28,10266,4850,3,28,4,87,60936.2,59800.4,1135.8,1135.8
2019-03-29,10245,5239,3,29,5,88,60347.47,56547.54,3799.93,3799.93
2019-03-30,7884,3934,3,30,6,89,44734.19,38687.48,6046.71,6046.71
2019-03-31,6923,3608,3,31,0,90,39152.19,37748.63,1403.56,1403.56
2019-04-01,10273,5331,4,1,1,91,60575.88,60423.72,152.16,152.16
2019-04-02,10047,4943,4,2,2,92,59426.03,59263.9,162.13,162.13
2019-04-03,10607,5105,4,3,3,93,62389.64,62145.41,244.23,244.23
2019-04-04,10272,4885,4,4,4,94,60745.63,59503.68,1241.95,1241.95
2019-04-05,10438,5294,4,5,5,95,61668.96,57697.36,3971.6,3971.6
2019-04-06,7874,3893,4,6,6,96,45062.6,39476.25,5586.35,5586.35
2019-04-07,6864,3588,4,7,0,97,39121.35,37805.76,1315.59,1315.59
2019-04-08,10361,5387,4,8,1,98,61009.65,60838.23,171.42,171.42
2019-04-09,10125,4940,4,9,2,99,59993.29,59821.25,172.04,172.04
2019-04-10,10596,5103,4,10,3,100,62494.68,62179.05,315.63,315.63
2019-04-11,10202,4788,4,11,4,101,60737.34,59466.69,1270.65,1270.65
2019-04-12,10139,5098,4,12,5,102,60689.82,56662.66,4027.16,4027.16
2019-04-13,7806,3813,4,13,6,103,44922.74,38897.15,6025.59,6025.59
2019-04-14,6812,3440,4,14,0,104,39138.39,37838.91,1299.48,1299.48
2019-04-15,10140,5164,4,15,1,105,60681.6,60219.31,462.29,172.04
2019-04-16,10067,4869,4,16,2,106,60039.11,59866.97,172.14,172.14
2019-04-17,10689,5113,4,17,3,107,63381.39,63121.84,259.55,259.55
2019-04-18,10298,4848,4,18,4,108,61124.67,59979.14,1145.53,1145.53
2019-04-19,10354,5193,4,19,5,109,61383.54,57699.55,3683.99,3626.74
2019-04-20,8010,3886,4,20,6,110,46296.47,40151.2,6145.27,6145.27
2019-04-21,2814,1638,4,21,0,111,17558.29,16854.31,703.98,699.23
2019-04-22,10355,5290,4,22,1,112,61432.45,61284.4,148.05,148.05
2019-04-23,10276,4902,4,23,2,113,61389.34,61248.25,141.09,141.09
2019-04-24,10803,5071,4,24,3,114,64200.03,63979.3,220.73,220.73
2019-04-25,10427,4830,4,25,4,115,62367.95,61451.93,916.02,916.02
2019-04-26,10437,5178,4,26,5,116,65074.99,61951.96,3123.03,3123.03
2019-04-27,8128,3925,4,27,6,117,47079.47,42557.77,4521.7,4521.7
2019-04-28,7012,3515,4,28,0,118,40127.33,38853.16,1274.17,1274.17
2019-04-29,10444,5276,4,29,1,119,61708.97,61554.91,154.06,154.06
2019-04-30,10330,4975,4,30,2,120,61540.16,61365.93,174.23,174.23
2019-05-01,10983,5227,5,1,3,121,64721.22,64549.29,171.93,171.93
2019-05-02,10671,4972,5,2,4,122,63308.09,61932.27,1375.82,1375.82
2019-05-03,10755,5314,5,3,5,123,63938.09,59779.26,4158.83,4158.83
2019-05-04,8210,3993,5,4,6,124,47310.51,41025.66,6284.85,6284.85
2019-05-05,7243,3641,5,5,0,125,41322.18,40157.75,1164.43,1164.43
2019-05-06,10692,5448,5,6,1,126,63213.87,63089.82,124.05,124.05
2019-05-07,10434,5030,5,7,2,127,62384.39,62156,228.39,228.39
2019-05-08,11035,5203,5,8,3,128,65572.21,65332.65,239.56,239.56
2019-05-09,10653,4954,5,9,4,129,63440.75,61942.07,1498.68,1498.68
2019-05-10,10641,5357,5,10,5,130,63452.96,58842.48,4610.48,4610.48
2019-05-11,8262,3999,5,11,6,131,47956.4,41008.71,6947.69,6947.69
2019-05-12,7114,3635,5,12,0,132,40672.56,39572.64,1099.92,1099.92
2019-05-13,10622,5408,5,13,1,133,62999.88,62854.7,145.18,145.18
2019-05-14,10469,5052,5,14,2,134,62491.83,62343.36,148.47,148.47
2019-05-15,10988,5196,5,15,3,135,65373.74,65128.79,244.95,244.95
2019-05-16,10681,4954,5,16,4,136,63962.65,62493.99,1468.66,1468.66
2019-05-17,10702,5322,5,17,5,137,63828.07,59204.92,4623.15,4623.15
2019-05-18,8206,3974,5,18,6,138,47316.75,40642.91,6673.84,6673.84
2019-05-19,7125,3626,5,19,0,139,40714.2,39513.61,1200.59,1200.59
2019-05-20,10702,5450,5,20,1,140,63644.79,63497.87,146.92,146.92
2019-05-21,10480,4993,5,21,2,141,62872.51,62734.47,138.04,138.04
2019-05-22,11062,5196,5,22,3,142,65751.8,65489.27,262.53,262.53
2019-05-23,10735,4936,5,23,4,143,64223.6,62795.37,1428.23,1428.23
2019-05-24,10773,5298,5,24,5,144,64009.71,59515.18,4494.53,4494.53
2019-05-25,8209,3899,5,25,6,145,47356.12,40952.68,6403.44,6403.44
2019-05-26,7080,3508,5,26,0,146,40314.42,39427.31,887.11,887.11
2019-05-27,9170,3918,5,27,1,147,55395.39,54227.97,1167.42,75.44
2019-05-28,10227,4920,5,28,2,148,61371.18,61253.76,117.42,117.42
2019-05-29,10915,5108,5,29,3,149,65388.25,65158.51,229.74,229.74
